Team Home,Team Away,Ergebnis,Saison,Spieltag,Wochentag,Liga
VfL Bochum,Bayer 04 Leverkusen,1:1,2009,21,Saturday,bl1
TSG Hoffenheim,Hannover 96,2:1,2009,21,Saturday,bl1
1. FC Nürnberg,VfB Stuttgart,1:2,2009,21,Saturday,bl1
1. FSV Mainz 05,Borussia Mönchengladbach,1:0,2009,21,Sunday,bl1
Borussia Dortmund,Eintracht Frankfurt,2:3,2009,21,Sunday,bl1
FC St. Pauli,Karlsruher SC,2:1,2009,21,Friday,bl2
Arminia Bielefeld,SpVgg Greuther Fürth,2:1,2009,21,Friday,bl2
Rot-Weiss Oberhausen,Hansa Rostock,2:1,2009,21,Friday,bl2
1. FC Union Berlin,FC Augsburg,0:0,2009,21,Saturday,bl2
Energie Cottbus,TuS Koblenz,1:1,2009,21,Saturday,bl2
FSV Frankfurt,Alemannia Aachen,1:1,2009,21,Sunday,bl2
Fortuna Düsseldorf,MSV Duisburg,2:0,2009,21,Sunday,bl2
1. FC Kaiserslautern,SC Paderborn 07,3:0,2009,21,Sunday,bl2
TSV 1860 München,Rot-Weiss Ahlen,0:1,2009,21,Monday,bl2
Borussia Mönchengladbach,1. FC Nürnberg,2:1,2009,22,Friday,bl1
Bayer 04 Leverkusen,VfL Wolfsburg,2:1,2009,22,Saturday,bl1
VfB Stuttgart,Hamburger SV,1:3,2009,22,Saturday,bl1
VfL Bochum,TSG Hoffenheim,2:1,2009,22,Saturday,bl1
Hannover 96,SV Werder Bremen,1:5,2009,22,Saturday,bl1
Hertha BSC,1. FSV Mainz 05,1:1,2009,22,Saturday,bl1
FC Bayern München,Borussia Dortmund,3:1,2009,22,Saturday,bl1
FC Schalke 04,1. FC Köln,2:0,2009,22,Sunday,bl1
Eintracht Frankfurt,SC Freiburg,2:1,2009,22,Sunday,bl1
Rot-Weiss Ahlen,Arminia Bielefeld,0:1,2009,22,Friday,bl2
FC St. Pauli,FSV Frankfurt,0:0,2009,22,Friday,bl2
SC Paderborn 07,1. FC Union Berlin,3:0,2009,22,Friday,bl2
Karlsruher SC,Energie Cottbus,0:2,2009,22,Saturday,bl2
Alemannia Aachen,Rot-Weiss Oberhausen,2:1,2009,22,Saturday,bl2
SpVgg Greuther Fürth,TSV 1860 München,1:2,2009,22,Sunday,bl2
TuS Koblenz,Hansa Rostock,0:0,2009,22,Sunday,bl2
FC Augsburg,Fortuna Düsseldorf,2:0,2009,22,Sunday,bl2
MSV Duisburg,1. FC Kaiserslautern,1:1,2009,22,Monday,bl2
TSG Hoffenheim,Borussia Mönchengladbach,2:2,2009,23,Friday,bl1
1. FC Nürnberg,FC Bayern München,1:1,2009,23,Saturday,bl1
1. FC Köln,VfB Stuttgart,1:5,2009,23,Saturday,bl1
Borussia Dortmund,Hannover 96,4:1,2009,23,Saturday,bl1
Hamburger SV,Eintracht Frankfurt,0:0,2009,23,Saturday,bl1
1. FSV Mainz 05,VfL Bochum,0:0,2009,23,Saturday,bl1
SC Freiburg,Hertha BSC,0:3,2009,23,Sunday,bl1
VfL Wolfsburg,FC Schalke 04,2:1,2009,23,Sunday,bl1
SV Werder Bremen,Bayer 04 Leverkusen,2:2,2009,23,Sunday,bl1
Arminia Bielefeld,MSV Duisburg,1:2,2009,23,Friday,bl2
Fortuna Düsseldorf,Rot-Weiss Ahlen,4:0,2009,23,Friday,bl2
1. FC Union Berlin,TuS Koblenz,3:2,2009,23,Friday,bl2
TSV 1860 München,Alemannia Aachen,3:2,2009,23,Saturday,bl2
Hansa Rostock,FC Augsburg,0:1,2009,23,Saturday,bl2
FSV Frankfurt,Karlsruher SC,2:1,2009,23,Sunday,bl2
Rot-Weiss Oberhausen,SpVgg Greuther Fürth,0:1,2009,23,Sunday,bl2
Energie Cottbus,SC Paderborn 07,1:2,2009,23,Sunday,bl2
1. FC Kaiserslautern,FC St. Pauli,3:0,2009,23,Monday,bl2
FC Schalke 04,Borussia Dortmund,2:1,2009,24,Friday,bl1
Hertha BSC,TSG Hoffenheim,0:2,2009,24,Saturday,bl1
1. FSV Mainz 05,SV Werder Bremen,1:2,2009,24,Saturday,bl1
VfB Stuttgart,Eintracht Frankfurt,2:1,2009,24,Saturday,bl1
Borussia Mönchengladbach,SC Freiburg,1:1,2009,24,Saturday,bl1
VfL Bochum,1. FC Nürnberg,0:0,2009,24,Saturday,bl1
Bayer 04 Leverkusen,1. FC Köln,0:0,2009,24,Saturday,bl1
Hannover 96,VfL Wolfsburg,0:1,2009,24,Sunday,bl1
FC Bayern München,Hamburger SV,1:0,2009,24,Sunday,bl1
FSV Frankfurt,Energie Cottbus,0:0,2009,24,Friday,bl2
MSV Duisburg,Rot-Weiss Oberhausen,2:2,2009,24,Friday,bl2
SC Paderborn 07,TSV 1860 München,3:1,2009,24,Friday,bl2
TuS Koblenz,FC Augsburg,0:1,2009,24,Saturday,bl2
SpVgg Greuther Fürth,Hansa Rostock,1:0,2009,24,Saturday,bl2
FC St. Pauli,Arminia Bielefeld,0:1,2009,24,Sunday,bl2
Karlsruher SC,1. FC Kaiserslautern,1:3,2009,24,Sunday,bl2
Rot-Weiss Ahlen,1. FC Union Berlin,3:2,2009,24,Sunday,bl2
Alemannia Aachen,Fortuna Düsseldorf,0:1,2009,24,Monday,bl2
1. FC Köln,FC Bayern München,1:1,2009,25,Saturday,bl1
SV Werder Bremen,VfB Stuttgart,2:2,2009,25,Saturday,bl1
Hamburger SV,Hertha BSC,1:0,2009,25,Saturday,bl1
Eintracht Frankfurt,FC Schalke 04,1:4,2009,25,Saturday,bl1
SC Freiburg,Hannover 96,1:2,2009,25,Saturday,bl1
VfL Wolfsburg,VfL Bochum,4:1,2009,25,Saturday,bl1
Borussia Dortmund,Borussia Mönchengladbach,3:0,2009,25,Saturday,bl1
1. FC Nürnberg,Bayer 04 Leverkusen,3:2,2009,25,Sunday,bl1
TSG Hoffenheim,1. FSV Mainz 05,0:1,2009,25,Sunday,bl1
Hansa Rostock,Rot-Weiss Ahlen,0:1,2009,25,Friday,bl2
Rot-Weiss Oberhausen,TuS Koblenz,2:0,2009,25,Friday,bl2
Fortuna Düsseldorf,SpVgg Greuther Fürth,0:0,2009,25,Friday,bl2
Energie Cottbus,Alemannia Aachen,3:1,2009,25,Saturday,bl2
1. FC Kaiserslautern,FSV Frankfurt,1:1,2009,25,Saturday,bl2
1. FC Union Berlin,MSV Duisburg,0:1,2009,25,Sunday,bl2
TSV 1860 München,FC St. Pauli,2:1,2009,25,Sunday,bl2
FC Augsburg,SC Paderborn 07,3:0,2009,25,Sunday,bl2
Arminia Bielefeld,Karlsruher SC,0:1,2009,25,Monday,bl2
FC Schalke 04,VfB Stuttgart,2:1,2009,26,Friday,bl1
Borussia Mönchengladbach,VfL Wolfsburg,0:4,2009,26,Saturday,bl1
VfL Bochum,Borussia Dortmund,1:4,2009,26,Saturday,bl1
1. FSV Mainz 05,1. FC Köln,1:0,2009,26,Saturday,bl1
Hannover 96,Eintracht Frankfurt,2:1,2009,26,Saturday,bl1
Hertha BSC,1. FC Nürnberg,1:2,2009,26,Saturday,bl1
FC Bayern München,SC Freiburg,2:1,2009,26,Saturday,bl1
TSG Hoffenheim,SV Werder Bremen,0:1,2009,26,Sunday,bl1
Bayer 04 Leverkusen,Hamburger SV,4:2,2009,26,Sunday,bl1
Alemannia Aachen,Arminia Bielefeld,2:1,2009,26,Friday,bl2
Rot-Weiss Ahlen,TuS Koblenz,0:2,2009,26,Friday,bl2
SpVgg Greuther Fürth,1. FC Union Berlin,0:0,2009,26,Friday,bl2
Karlsruher SC,FC Augsburg,1:0,2009,26,Saturday,bl2
FSV Frankfurt,Fortuna Düsseldorf,2:0,2009,26,Saturday,bl2
1. FC Kaiserslautern,Energie Cottbus,4:1,2009,26,Sunday,bl2
FC St. Pauli,Rot-Weiss Oberhausen,5:3,2009,26,Sunday,bl2
SC Paderborn 07,Hansa Rostock,2:2,2009,26,Sunday,bl2
MSV Duisburg,TSV 1860 München,0:1,2009,26,Monday,bl2
1. FC Köln,Borussia Mönchengladbach,1:1,2009,27,Friday,bl1
Eintracht Frankfurt,FC Bayern München,2:1,2009,27,Saturday,bl1
1. FC Nürnberg,TSG Hoffenheim,0:0,2009,27,Saturday,bl1
VfB Stuttgart,Hannover 96,2:0,2009,27,Saturday,bl1
SV Werder Bremen,VfL Bochum,3:2,2009,27,Saturday,bl1
SC Freiburg,1. FSV Mainz 05,1:0,2009,27,Saturday,bl1
Borussia Dortmund,Bayer 04 Leverkusen,3:0,2009,27,Saturday,bl1
Hamburger SV,FC Schalke 04,2:2,2009,27,Sunday,bl1
VfL Wolfsburg,Hertha BSC,1:5,2009,27,Sunday,bl1
TuS Koblenz,SpVgg Greuther Fürth,2:0,2009,27,Friday,bl2
Hansa Rostock,MSV Duisburg,3:1,2009,27,Friday,bl2
Energie Cottbus,FC St. Pauli,0:1,2009,27,Friday,bl2
FC Augsburg,Rot-Weiss Ahlen,3:1,2009,27,Saturday,bl2
Arminia Bielefeld,SC Paderborn 07,3:0,2009,27,Saturday,bl2
Rot-Weiss Oberhausen,Karlsruher SC,1:0,2009,27,Sunday,bl2
1. FC Union Berlin,Alemannia Aachen,0:0,2009,27,Sunday,bl2
TSV 1860 München,FSV Frankfurt,2:1,2009,27,Sunday,bl2
Fortuna Düsseldorf,1. FC Kaiserslautern,0:0,2009,27,Monday,bl2
VfL Bochum,Eintracht Frankfurt,1:2,2009,28,Friday,bl1
1. FSV Mainz 05,VfL Wolfsburg,0:2,2009,28,Saturday,bl1
FC Bayern München,VfB Stuttgart,1:2,2009,28,Saturday,bl1
Hertha BSC,Borussia Dortmund,0:0,2009,28,Saturday,bl1
Hannover 96,1. FC Köln,1:4,2009,28,Saturday,bl1
SV Werder Bremen,1. FC Nürnberg,4:2,2009,28,Saturday,bl1
Bayer 04 Leverkusen,FC Schalke 04,0:2,2009,28,Saturday,bl1
TSG Hoffenheim,SC Freiburg,1:1,2009,28,Sunday,bl1
Borussia Mönchengladbach,Hamburger SV,1:0,2009,28,Sunday,bl1
SC Paderborn 07,Rot-Weiss Oberhausen,1:2,2009,28,Friday,bl2
MSV Duisburg,TuS Koblenz,4:1,2009,28,Friday,bl2
FSV Frankfurt,1. FC Union Berlin,2:1,2009,28,Friday,bl2
Energie Cottbus,Arminia Bielefeld,4:1,2009,28,Saturday,bl2
Karlsruher SC,Fortuna Düsseldorf,1:1,2009,28,Saturday,bl2
SpVgg Greuther Fürth,Rot-Weiss Ahlen,3:1,2009,28,Sunday,bl2
Alemannia Aachen,FC Augsburg,4:0,2009,28,Sunday,bl2
FC St. Pauli,Hansa Rostock,2:0,2009,28,Sunday,bl2
1. FC Kaiserslautern,TSV 1860 München,4:0,2009,28,Monday,bl2
FC Schalke 04,FC Bayern München,1:2,2009,29,Saturday,bl1
Eintracht Frankfurt,Bayer 04 Leverkusen,3:2,2009,29,Saturday,bl1
Borussia Dortmund,SV Werder Bremen,2:1,2009,29,Saturday,bl1
SC Freiburg,VfL Bochum,1:1,2009,29,Saturday,bl1
VfB Stuttgart,Borussia Mönchengladbach,2:1,2009,29,Saturday,bl1
1. FC Nürnberg,1. FSV Mainz 05,2:0,2009,29,Saturday,bl1
1. FC Köln,Hertha BSC,0:3,2009,29,Saturday,bl1
VfL Wolfsburg,TSG Hoffenheim,4:0,2009,29,Sunday,bl1
Hamburger SV,Hannover 96,0:0,2009,29,Sunday,bl1
1. FC Union Berlin,Karlsruher SC,1:1,2009,29,Saturday,bl2
Rot-Weiss Ahlen,MSV Duisburg,0:1,2009,29,Saturday,bl2
TSV 1860 München,Energie Cottbus,1:2,2009,29,Sunday,bl2
Hansa Rostock,Alemannia Aachen,2:0,2009,29,Sunday,bl2
FC Augsburg,SpVgg Greuther Fürth,1:1,2009,29,Sunday,bl2
Rot-Weiss Oberhausen,1. FC Kaiserslautern,2:1,2009,29,Sunday,bl2
Arminia Bielefeld,FSV Frankfurt,2:1,2009,29,Sunday,bl2
TuS Koblenz,SC Paderborn 07,2:1,2009,29,Sunday,bl2
Fortuna Düsseldorf,FC St. Pauli,1:0,2009,29,Monday,bl2
Borussia Mönchengladbach,Eintracht Frankfurt,2:0,2009,30,Friday,bl1
Hertha BSC,VfB Stuttgart,0:1,2009,30,Saturday,bl1
1. FSV Mainz 05,Borussia Dortmund,1:0,2009,30,Saturday,bl1
Hannover 96,FC Schalke 04,4:2,2009,30,Saturday,bl1
TSG Hoffenheim,1. FC Köln,0:2,2009,30,Saturday,bl1
SV Werder Bremen,SC Freiburg,4:0,2009,30,Saturday,bl1
Bayer 04 Leverkusen,FC Bayern München,1:1,2009,30,Saturday,bl1
VfL Bochum,Hamburger SV,1:2,2009,30,Sunday,bl1
1. FC Nürnberg,VfL Wolfsburg,0:2,2009,30,Sunday,bl1
TSV 1860 München,Arminia Bielefeld,3:1,2009,30,Friday,bl2
SC Paderborn 07,Rot-Weiss Ahlen,2:0,2009,30,Friday,bl2
Alemannia Aachen,TuS Koblenz,1:1,2009,30,Friday,bl2
1. FC Kaiserslautern,1. FC Union Berlin,1:1,2009,30,Saturday,bl2
Energie Cottbus,Fortuna Düsseldorf,4:2,2009,30,Saturday,bl2
MSV Duisburg,SpVgg Greuther Fürth,1:1,2009,30,Sunday,bl2
FSV Frankfurt,Rot-Weiss Oberhausen,1:0,2009,30,Sunday,bl2
Karlsruher SC,Hansa Rostock,2:1,2009,30,Sunday,bl2
FC St. Pauli,FC Augsburg,3:0,2009,30,Monday,bl2
1. FC Köln,VfL Bochum,2:0,2009,31,Friday,bl1
VfB Stuttgart,Bayer 04 Leverkusen,2:1,2009,31,Saturday,bl1
VfL Wolfsburg,SV Werder Bremen,2:4,2009,31,Saturday,bl1
FC Schalke 04,Borussia Mönchengladbach,3:1,2009,31,Saturday,bl1
Hamburger SV,1. FSV Mainz 05,0:1,2009,31,Saturday,bl1
SC Freiburg,1. FC Nürnberg,2:1,2009,31,Saturday,bl1
FC Bayern München,Hannover 96,7:0,2009,31,Saturday,bl1
Borussia Dortmund,TSG Hoffenheim,1:1,2009,31,Sunday,bl1
Eintracht Frankfurt,Hertha BSC,2:2,2009,31,Sunday,bl1
TuS Koblenz,Karlsruher SC,2:2,2009,31,Friday,bl2
FC Augsburg,MSV Duisburg,2:0,2009,31,Friday,bl2
SpVgg Greuther Fürth,SC Paderborn 07,1:1,2009,31,Friday,bl2
1. FC Union Berlin,FC St. Pauli,2:1,2009,31,Saturday,bl2
Hansa Rostock,FSV Frankfurt,1:2,2009,31,Saturday,bl2
Rot-Weiss Oberhausen,Energie Cottbus,4:1,2009,31,Sunday,bl2
Rot-Weiss Ahlen,Alemannia Aachen,0:1,2009,31,Sunday,bl2
Fortuna Düsseldorf,TSV 1860 München,2:0,2009,31,Sunday,bl2
Arminia Bielefeld,1. FC Kaiserslautern,1:2,2009,31,Monday,bl2
VfL Bochum,VfB Stuttgart,0:2,2009,32,Friday,bl1
Borussia Mönchengladbach,FC Bayern München,1:1,2009,32,Saturday,bl1
1. FC Nürnberg,Borussia Dortmund,2:3,2009,32,Saturday,bl1
Hertha BSC,FC Schalke 04,0:1,2009,32,Saturday,bl1
Bayer 04 Leverkusen,Hannover 96,3:0,2009,32,Saturday,bl1
1. FSV Mainz 05,Eintracht Frankfurt,3:3,2009,32,Saturday,bl1
SV Werder Bremen,1. FC Köln,1:0,2009,32,Saturday,bl1
TSG Hoffenheim,Hamburger SV,5:1,2009,32,Sunday,bl1
SC Freiburg,VfL Wolfsburg,1:0,2009,32,Sunday,bl1
Karlsruher SC,Rot-Weiss Ahlen,1:0,2009,32,Friday,bl2
1. FC Kaiserslautern,Hansa Rostock,0:1,2009,32,Friday,bl2
FC St. Pauli,TuS Koblenz,6:1,2009,32,Friday,bl2
Alemannia Aachen,SpVgg Greuther Fürth,2:2,2009,32,Saturday,bl2
MSV Duisburg,SC Paderborn 07,2:3,2009,32,Saturday,bl2
TSV 1860 München,Rot-Weiss Oberhausen,2:2,2009,32,Sunday,bl2
FSV Frankfurt,FC Augsburg,1:1,2009,32,Sunday,bl2
Arminia Bielefeld,Fortuna Düsseldorf,1:1,2009,32,Sunday,bl2
Energie Cottbus,1. FC Union Berlin,4:2,2009,32,Monday,bl2
Borussia Dortmund,VfL Wolfsburg,1:1,2009,33,Saturday,bl1
Bayer 04 Leverkusen,Hertha BSC,1:1,2009,33,Saturday,bl1
Eintracht Frankfurt,TSG Hoffenheim,1:2,2009,33,Saturday,bl1
FC Schalke 04,SV Werder Bremen,0:2,2009,33,Saturday,bl1
FC Bayern München,VfL Bochum,3:1,2009,33,Saturday,bl1
Hannover 96,Borussia Mönchengladbach,6:1,2009,33,Saturday,bl1
1. FC Köln,SC Freiburg,2:2,2009,33,Saturday,bl1
VfB Stuttgart,1. FSV Mainz 05,2:2,2009,33,Saturday,bl1
Hamburger SV,1. FC Nürnberg,4:0,2009,33,Saturday,bl1
Hansa Rostock,Energie Cottbus,0:0,2009,33,Sunday,bl2
MSV Duisburg,Karlsruher SC,0:1,2009,33,Sunday,bl2
1. FC Union Berlin,Arminia Bielefeld,3:0,2009,33,Sunday,bl2
SC Paderborn 07,Alemannia Aachen,2:1,2009,33,Sunday,bl2
TuS Koblenz,1. FC Kaiserslautern,2:2,2009,33,Sunday,bl2
SpVgg Greuther Fürth,FC St. Pauli,1:4,2009,33,Sunday,bl2
FC Augsburg,TSV 1860 München,1:0,2009,33,Sunday,bl2
Rot-Weiss Ahlen,FSV Frankfurt,0:0,2009,33,Sunday,bl2
Rot-Weiss Oberhausen,Fortuna Düsseldorf,0:1,2009,33,Sunday,bl2
Hertha BSC,FC Bayern München,1:3,2009,34,Saturday,bl1
TSG Hoffenheim,VfB Stuttgart,1:1,2009,34,Saturday,bl1
SV Werder Bremen,Hamburger SV,1:1,2009,34,Saturday,bl1
SC Freiburg,Borussia Dortmund,3:1,2009,34,Saturday,bl1
1. FSV Mainz 05,FC Schalke 04,0:0,2009,34,Saturday,bl1
Borussia Mönchengladbach,Bayer 04 Leverkusen,1:1,2009,34,Saturday,bl1
VfL Bochum,Hannover 96,0:3,2009,34,Saturday,bl1
1. FC Nürnberg,1. FC Köln,1:0,2009,34,Saturday,bl1
VfL Wolfsburg,Eintracht Frankfurt,3:1,2009,34,Saturday,bl1
Karlsruher SC,SpVgg Greuther Fürth,1:1,2009,34,Sunday,bl2
Alemannia Aachen,MSV Duisburg,1:1,2009,34,Sunday,bl2
Arminia Bielefeld,Rot-Weiss Oberhausen,2:1,2009,34,Sunday,bl2
Energie Cottbus,Rot-Weiss Ahlen,4:1,2009,34,Sunday,bl2
1. FC Kaiserslautern,FC Augsburg,1:1,2009,34,Sunday,bl2
Fortuna Düsseldorf,Hansa Rostock,3:1,2009,34,Sunday,bl2
FSV Frankfurt,TuS Koblenz,1:1,2009,34,Sunday,bl2
TSV 1860 München,1. FC Union Berlin,2:0,2009,34,Sunday,bl2
FC St. Pauli,SC Paderborn 07,1:2,2009,34,Sunday,bl2
FC Bayern München,VfL Wolfsburg,2:1,2010,1,Friday,bl1
TSG Hoffenheim,SV Werder Bremen,4:1,2010,1,Saturday,bl1
Borussia Mönchengladbach,1. FC Nürnberg,1:1,2010,1,Saturday,bl1
1. FC Köln,1. FC Kaiserslautern,1:3,2010,1,Saturday,bl1
SC Freiburg,FC St. Pauli,1:3,2010,1,Saturday,bl1
Hannover 96,Eintracht Frankfurt,2:1,2010,1,Saturday,bl1
Hamburger SV,FC Schalke 04,2:1,2010,1,Saturday,bl1
1. FSV Mainz 05,VfB Stuttgart,2:0,2010,1,Sunday,bl1
Borussia Dortmund,Bayer 04 Leverkusen,0:2,2010,1,Sunday,bl1
Hertha BSC,Rot-Weiss Oberhausen,3:2,2010,1,Friday,bl2
Alemannia Aachen,1. FC Union Berlin,2:2,2010,1,Friday,bl2
FSV Frankfurt,Arminia Bielefeld,2:1,2010,1,Friday,bl2
SC Paderborn 07,Erzgebirge Aue,0:1,2010,1,Saturday,bl2
FC Ingolstadt 04,FC Augsburg,1:4,2010,1,Saturday,bl2
Energie Cottbus,Fortuna Düsseldorf,2:0,2010,1,Sunday,bl2
SpVgg Greuther Fürth,Karlsruher SC,4:1,2010,1,Sunday,bl2
VfL Osnabrück,MSV Duisburg,1:3,2010,1,Sunday,bl2
VfL Bochum,TSV 1860 München,3:2,2010,1,Monday,bl2
1. FC Kaiserslautern,FC Bayern München,2:0,2010,2,Friday,bl1
FC Schalke 04,Hannover 96,1:2,2010,2,Saturday,bl1
SV Werder Bremen,1. FC Köln,4:2,2010,2,Saturday,bl1
VfL Wolfsburg,1. FSV Mainz 05,3:4,2010,2,Saturday,bl1
Eintracht Frankfurt,Hamburger SV,1:3,2010,2,Saturday,bl1
1. FC Nürnberg,SC Freiburg,1:2,2010,2,Saturday,bl1
FC St. Pauli,TSG Hoffenheim,0:1,2010,2,Saturday,bl1
Bayer 04 Leverkusen,Borussia Mönchengladbach,3:6,2010,2,Sunday,bl1
VfB Stuttgart,Borussia Dortmund,1:3,2010,2,Sunday,bl1
FC Augsburg,SC Paderborn 07,1:0,2010,2,Friday,bl2
Erzgebirge Aue,VfL Bochum,1:0,2010,2,Friday,bl2
Rot-Weiss Oberhausen,FSV Frankfurt,1:0,2010,2,Friday,bl2
MSV Duisburg,FC Ingolstadt 04,4:1,2010,2,Saturday,bl2
1. FC Union Berlin,SpVgg Greuther Fürth,1:2,2010,2,Saturday,bl2
Arminia Bielefeld,Energie Cottbus,1:2,2010,2,Sunday,bl2
TSV 1860 München,VfL Osnabrück,3:1,2010,2,Sunday,bl2
Karlsruher SC,Alemannia Aachen,3:0,2010,2,Sunday,bl2
Fortuna Düsseldorf,Hertha BSC,1:2,2010,2,Monday,bl2
TSG Hoffenheim,FC Schalke 04,2:0,2010,3,Friday,bl1
Borussia Dortmund,VfL Wolfsburg,2:0,2010,3,Saturday,bl1
Hamburger SV,1. FC Nürnberg,1:1,2010,3,Saturday,bl1
Borussia Mönchengladbach,Eintracht Frankfurt,0:4,2010,3,Saturday,bl1
SC Freiburg,VfB Stuttgart,2:1,2010,3,Saturday,bl1
Hannover 96,Bayer 04 Leverkusen,2:2,2010,3,Saturday,bl1
FC Bayern München,SV Werder Bremen,0:0,2010,3,Saturday,bl1
1. FSV Mainz 05,1. FC Kaiserslautern,2:1,2010,3,Sunday,bl1
1. FC Köln,FC St. Pauli,1:0,2010,3,Sunday,bl1
SC Paderborn 07,1. FC Union Berlin,2:0,2010,3,Friday,bl2
FC Ingolstadt 04,Rot-Weiss Oberhausen,1:2,2010,3,Friday,bl2
VfL Osnabrück,Erzgebirge Aue,3:2,2010,3,Friday,bl2
MSV Duisburg,TSV 1860 München,2:1,2010,3,Saturday,bl2
FSV Frankfurt,Fortuna Düsseldorf,1:0,2010,3,Saturday,bl2
Hertha BSC,Arminia Bielefeld,3:1,2010,3,Sunday,bl2
VfL Bochum,FC Augsburg,0:2,2010,3,Sunday,bl2
SpVgg Greuther Fürth,Alemannia Aachen,1:1,2010,3,Sunday,bl2
Energie Cottbus,Karlsruher SC,5:5,2010,3,Monday,bl2
Eintracht Frankfurt,SC Freiburg,0:1,2010,4,Friday,bl1
FC Bayern München,1. FC Köln,0:0,2010,4,Saturday,bl1
SV Werder Bremen,1. FSV Mainz 05,0:2,2010,4,Saturday,bl1
VfB Stuttgart,Borussia Mönchengladbach,7:0,2010,4,Saturday,bl1
VfL Wolfsburg,Hannover 96,2:0,2010,4,Saturday,bl1
1. FC Kaiserslautern,TSG Hoffenheim,2:2,2010,4,Saturday,bl1
FC St. Pauli,Hamburger SV,1:1,2010,4,Sunday,bl1
FC Schalke 04,Borussia Dortmund,1:3,2010,4,Sunday,bl1
Bayer 04 Leverkusen,1. FC Nürnberg,0:0,2010,4,Sunday,bl1
SpVgg Greuther Fürth,FSV Frankfurt,1:0,2010,4,Friday,bl2
1. FC Union Berlin,Hertha BSC,1:1,2010,4,Friday,bl2
Alemannia Aachen,Energie Cottbus,2:3,2010,4,Friday,bl2
Karlsruher SC,SC Paderborn 07,2:1,2010,4,Saturday,bl2
Rot-Weiss Oberhausen,VfL Bochum,3:1,2010,4,Saturday,bl2
Fortuna Düsseldorf,TSV 1860 München,1:2,2010,4,Sunday,bl2
Arminia Bielefeld,FC Ingolstadt 04,1:0,2010,4,Sunday,bl2
FC Augsburg,VfL Osnabrück,2:2,2010,4,Sunday,bl2
Erzgebirge Aue,MSV Duisburg,1:0,2010,4,Sunday,bl2
1. FSV Mainz 05,1. FC Köln,2:0,2010,5,Tuesday,bl1
TSG Hoffenheim,FC Bayern München,1:2,2010,5,Tuesday,bl1
Hannover 96,SV Werder Bremen,4:1,2010,5,Tuesday,bl1
Bayer 04 Leverkusen,Eintracht Frankfurt,2:1,2010,5,Wednesday,bl1
Borussia Dortmund,1. FC Kaiserslautern,5:0,2010,5,Wednesday,bl1
Hamburger SV,VfL Wolfsburg,1:3,2010,5,Wednesday,bl1
Borussia Mönchengladbach,FC St. Pauli,1:2,2010,5,Wednesday,bl1
SC Freiburg,FC Schalke 04,1:2,2010,5,Wednesday,bl1
1. FC Nürnberg,VfB Stuttgart,2:1,2010,5,Wednesday,bl1
Hertha BSC,Karlsruher SC,4:0,2010,5,Tuesday,bl2
SC Paderborn 07,Rot-Weiss Oberhausen,0:0,2010,5,Tuesday,bl2
Energie Cottbus,SpVgg Greuther Fürth,2:0,2010,5,Tuesday,bl2
FSV Frankfurt,Alemannia Aachen,1:3,2010,5,Tuesday,bl2
MSV Duisburg,FC Augsburg,1:0,2010,5,Wednesday,bl2
VfL Bochum,Arminia Bielefeld,3:1,2010,5,Wednesday,bl2
TSV 1860 München,Erzgebirge Aue,0:0,2010,5,Wednesday,bl2
FC Ingolstadt 04,Fortuna Düsseldorf,3:0,2010,5,Wednesday,bl2
VfL Osnabrück,1. FC Union Berlin,4:1,2010,5,Wednesday,bl2
1. FC Köln,TSG Hoffenheim,1:1,2010,6,Friday,bl1
FC Bayern München,1. FSV Mainz 05,1:2,2010,6,Saturday,bl1
FC Schalke 04,Borussia Mönchengladbach,2:2,2010,6,Saturday,bl1
VfB Stuttgart,Bayer 04 Leverkusen,1:4,2010,6,Saturday,bl1
Eintracht Frankfurt,1. FC Nürnberg,2:0,2010,6,Saturday,bl1
FC St. Pauli,Borussia Dortmund,1:3,2010,6,Saturday,bl1
SV Werder Bremen,Hamburger SV,3:2,2010,6,Saturday,bl1
VfL Wolfsburg,SC Freiburg,2:1,2010,6,Sunday,bl1
1. FC Kaiserslautern,Hannover 96,0:1,2010,6,Sunday,bl1
Energie Cottbus,Hertha BSC,0:1,2010,6,Friday,bl2
Karlsruher SC,FSV Frankfurt,0:2,2010,6,Friday,bl2
Alemannia Aachen,SC Paderborn 07,2:0,2010,6,Friday,bl2
Arminia Bielefeld,Erzgebirge Aue,0:1,2010,6,Saturday,bl2
SpVgg Greuther Fürth,FC Ingolstadt 04,1:0,2010,6,Saturday,bl2
FC Augsburg,TSV 1860 München,1:2,2010,6,Sunday,bl2
Rot-Weiss Oberhausen,VfL Osnabrück,1:0,2010,6,Sunday,bl2
1. FC Union Berlin,MSV Duisburg,2:0,2010,6,Sunday,bl2
Fortuna Düsseldorf,VfL Bochum,0:1,2010,6,Monday,bl2
Hannover 96,FC St. Pauli,0:1,2010,7,Friday,bl1
Hamburger SV,1. FC Kaiserslautern,2:1,2010,7,Saturday,bl1
1. FSV Mainz 05,TSG Hoffenheim,4:2,2010,7,Saturday,bl1
Borussia Mönchengladbach,VfL Wolfsburg,1:1,2010,7,Saturday,bl1
SC Freiburg,1. FC Köln,3:2,2010,7,Saturday,bl1
1. FC Nürnberg,FC Schalke 04,2:1,2010,7,Saturday,bl1
VfB Stuttgart,Eintracht Frankfurt,1:2,2010,7,Sunday,bl1
